ds,polygon1_id,polygon1_name,latitude1,longitude1,polygon2_id,polygon2_name,latitude2,longitude2,metric_value,metric_name
2020-07-19,1317763431707213,germany,51.0,10.0,731553183908171,kosovo,42.6,20.85,1128,travel counts
2020-07-19,401821703703677,serbia,43.95,20.933333333333,731553183908171,kosovo,42.6,20.85,1571,travel counts
2020-07-19,475814519825093,belgium,51.0,5.0,401821703703677,serbia,43.95,20.933333333333,1172,travel counts
2020-07-19,1317763431707213,germany,51.0,10.0,401821703703677,serbia,43.95,20.933333333333,1749,travel counts
2020-07-19,731553183908171,kosovo,42.6,20.85,401821703703677,serbia,43.95,20.933333333333,1882,travel counts
2020-07-19,366682297538943,pakistan,29.0,69.0,597585864063467,united arab emirates,23.783333,54.0,2274,travel counts
2020-07-19,321538001884900,bosnia and herzegovina,44.0,18.0,401821703703677,serbia,43.95,20.933333333333,2474,travel counts
2020-07-19,400835317162981,croatia,45.25,15.466667,401821703703677,serbia,43.95,20.933333333333,1233,travel counts
2020-07-19,433497307408292,thailand,15.0,101.0,365511357395737,laos,19.366667,102.566667,9328,travel counts
2020-07-19,711084376012350,vietnam,14.016666666667,107.9,365511357395737,laos,19.366667,102.566667,10893,travel counts
2020-07-19,425473528186094,switzerland,46.798562,8.231973,309198619756155,liechtenstein,47.145,9.553889,1252,travel counts
2020-07-19,351886962112263,italy,43.0,12.0,2666999523371674,san marino,43.933333333333,12.466666666667,2472,travel counts
2020-07-19,937148070010051,united states,40.0,-100.0,452507115497292,nigeria,9.0,8.0,3110,travel counts
2020-07-19,597585864063467,united arab emirates,23.783333,54.0,422079025311801,oman,20.233333,55.966667,1084,travel counts
2020-07-19,407219260067826,bulgaria,42.75,25.5,2247289335332676,turkey,39.0,36.0,2852,travel counts
2020-07-19,1317763431707213,germany,51.0,10.0,2247289335332676,turkey,39.0,36.0,3765,travel counts
2020-07-19,417158592211893,india,21.0,77.0,2247289335332676,turkey,39.0,36.0,1140,travel counts
2020-07-19,852597565113521,united kingdom,54.0,-2.0,2247289335332676,turkey,39.0,36.0,1877,travel counts
2020-07-19,351785358793117,greece,39.0,22.0,2247289335332676,turkey,39.0,36.0,1418,travel counts
2020-07-19,422079025311801,oman,20.233333,55.966667,597585864063467,united arab emirates,23.783333,54.0,1086,travel counts
2020-07-19,343315869635106,philippines,11.333330555556,123.01666944444,817571401952819,qatar,25.269535,51.212767,1138,travel counts
2020-07-19,343315869635106,philippines,11.333330555556,123.01666944444,597585864063467,united arab emirates,23.783333,54.0,1772,travel counts
2020-07-19,2367165386637842,brazil,-11.0,-53.0,606189189846925,uruguay,-32.733333,-56.65,4026,travel counts
2020-07-19,417158592211893,india,21.0,77.0,597585864063467,united arab emirates,23.783333,54.0,3213,travel counts
2020-07-19,1317763431707213,germany,51.0,10.0,571822773304405,lithuania,55.5,24.0,1306,travel counts
2020-07-19,1231810770328071,poland,52.0,19.0,571822773304405,lithuania,55.5,24.0,4143,travel counts
2020-07-19,937148070010051,united states,40.0,-100.0,2272822426127539,puerto rico,18.25,-66.5,4278,travel counts
2020-07-19,937148070010051,united states,40.0,-100.0,792883017828749,mexico,23.316667,-102.366667,97409,travel counts
2020-07-19,827650550921642,latvia,57.0,25.0,571822773304405,lithuania,55.5,24.0,9198,travel counts
2020-07-19,1317763431707213,germany,51.0,10.0,1231810770328071,poland,52.0,19.0,37384,travel counts
2020-07-19,475814519825093,belgium,51.0,5.0,1231810770328071,poland,52.0,19.0,2384,travel counts
2020-07-19,627913770953274,sweden,61.0,15.0,1231810770328071,poland,52.0,19.0,2045,travel counts
2020-07-19,680120905754069,france,47.0,2.0,1231810770328071,poland,52.0,19.0,1613,travel counts
2020-07-19,833225000389252,slovakia,49.0,20.0,1231810770328071,poland,52.0,19.0,2531,travel counts
2020-07-19,623759951440132,norway,61.0,8.0,1231810770328071,poland,52.0,19.0,1121,travel counts
2020-07-19,351886962112263,italy,43.0,12.0,1231810770328071,poland,52.0,19.0,1680,travel counts
2020-07-19,571822773304405,lithuania,55.5,24.0,1231810770328071,poland,52.0,19.0,2615,travel counts
2020-07-19,417045315510881,czech republic,50.0,16.0,1231810770328071,poland,52.0,19.0,6766,travel counts
2020-07-19,362070071076950,netherlands,52.316666666667,5.55,1231810770328071,poland,52.0,19.0,4437,travel counts
2020-07-19,2282619438622633,austria,48.0,14.0,1231810770328071,poland,52.0,19.0,2234,travel counts
2020-07-19,400835317162981,croatia,45.25,15.466667,1231810770328071,poland,52.0,19.0,3446,travel counts
2020-07-19,852597565113521,united kingdom,54.0,-2.0,1231810770328071,poland,52.0,19.0,6147,travel counts
2020-07-19,616857608787515,hungary,47.0,19.0,1231810770328071,poland,52.0,19.0,1565,travel counts
2020-07-19,351785358793117,greece,39.0,22.0,1231810770328071,poland,52.0,19.0,1636,travel counts
2020-07-19,351785358793117,greece,39.0,22.0,535485520310127,cyprus,35.0,33.0,1010,travel counts
2020-07-19,1080265735511471,spain,40.0,-3.0,1231810770328071,poland,52.0,19.0,1447,travel counts
2020-07-19,1317763431707213,germany,51.0,10.0,321538001884900,bosnia and herzegovina,44.0,18.0,1514,travel counts
2020-07-19,401821703703677,serbia,43.95,20.933333333333,321538001884900,bosnia and herzegovina,44.0,18.0,2869,travel counts
2020-07-19,346733206197678,indonesia,-0.8349,113.4668,853970694951300,south korea,36.0,128.0,1048,travel counts
2020-07-19,2367165386637842,brazil,-11.0,-53.0,921744301497079,argentina,-34.0,-64.0,1966,travel counts
2020-07-19,1317763431707213,germany,51.0,10.0,384833669025234,slovenia,46.0,15.0,2264,travel counts
2020-07-19,400835317162981,croatia,45.25,15.466667,384833669025234,slovenia,46.0,15.0,9937,travel counts
2020-07-19,400835317162981,croatia,45.25,15.466667,321538001884900,bosnia and herzegovina,44.0,18.0,5183,travel counts
2020-07-19,2103842606572854,chile,-31.0,-71.0,921744301497079,argentina,-34.0,-64.0,7445,travel counts
2020-07-19,427725857796526,paraguay,-23.266667,-58.083333,921744301497079,argentina,-34.0,-64.0,1945,travel counts
2020-07-19,2282619438622633,austria,48.0,14.0,384833669025234,slovenia,46.0,15.0,5095,travel counts
2020-07-19,351886962112263,italy,43.0,12.0,384833669025234,slovenia,46.0,15.0,4555,travel counts
2020-07-19,452507115497292,nigeria,9.0,8.0,937148070010051,united states,40.0,-100.0,3047,travel counts
2020-07-19,657349034710714,colombia,3.816667,-73.916667,937148070010051,united states,40.0,-100.0,1361,travel counts
2020-07-19,810648062654687,canada,56.0,-109.0,937148070010051,united states,40.0,-100.0,9521,travel counts
2020-07-19,2367165386637842,brazil,-11.0,-53.0,937148070010051,united states,40.0,-100.0,1218,travel counts
2020-07-19,1046047628918648,dominican republic,19.0,-70.666667,937148070010051,united states,40.0,-100.0,2333,travel counts
2020-07-19,417158592211893,india,21.0,77.0,937148070010051,united states,40.0,-100.0,1880,travel counts
2020-07-19,2414720828591431,romania,46.0,25.0,1317763431707213,germany,51.0,10.0,8606,travel counts
2020-07-19,321538001884900,bosnia and herzegovina,44.0,18.0,1317763431707213,germany,51.0,10.0,1323,travel counts
2020-07-19,1231810770328071,poland,52.0,19.0,1317763431707213,germany,51.0,10.0,33333,travel counts
2020-07-19,362070071076950,netherlands,52.316666666667,5.55,1317763431707213,germany,51.0,10.0,56692,travel counts
2020-07-19,2282619438622633,austria,48.0,14.0,1317763431707213,germany,51.0,10.0,31737,travel counts
2020-07-19,1080265735511471,spain,40.0,-3.0,1317763431707213,germany,51.0,10.0,6552,travel counts
2020-07-19,616857608787515,hungary,47.0,19.0,1317763431707213,germany,51.0,10.0,5916,travel counts
2020-07-19,312478709447704,portugal,38.7,-9.1833333333333,1317763431707213,germany,51.0,10.0,1075,travel counts
2020-07-19,731553183908171,kosovo,42.6,20.85,1317763431707213,germany,51.0,10.0,1033,travel counts
2020-07-19,351886962112263,italy,43.0,12.0,806572816378642,tunisia,34.0,9.0,1292,travel counts
2020-07-19,680120905754069,france,47.0,2.0,806572816378642,tunisia,34.0,9.0,2499,travel counts
2020-07-19,404888597011746,luxembourg,49.77,6.13,1317763431707213,germany,51.0,10.0,4841,travel counts
2020-07-19,407219260067826,bulgaria,42.75,25.5,1317763431707213,germany,51.0,10.0,1768,travel counts
2020-07-19,627913770953274,sweden,61.0,15.0,1317763431707213,germany,51.0,10.0,2230,travel counts
2020-07-19,314322742593141,denmark,56.0,10.0,1317763431707213,germany,51.0,10.0,14015,travel counts
2020-07-19,571822773304405,lithuania,55.5,24.0,1317763431707213,germany,51.0,10.0,1262,travel counts
2020-07-19,680120905754069,france,47.0,2.0,1317763431707213,germany,51.0,10.0,22187,travel counts
2020-07-19,417045315510881,czech republic,50.0,16.0,1317763431707213,germany,51.0,10.0,10746,travel counts
2020-07-19,623759951440132,norway,61.0,8.0,1317763431707213,germany,51.0,10.0,1149,travel counts
2020-07-19,351886962112263,italy,43.0,12.0,1317763431707213,germany,51.0,10.0,13627,travel counts
2020-07-19,400835317162981,croatia,45.25,15.466667,1317763431707213,germany,51.0,10.0,7382,travel counts
2020-07-19,852597565113521,united kingdom,54.0,-2.0,1317763431707213,germany,51.0,10.0,4085,travel counts
2020-07-19,425473528186094,switzerland,46.798562,8.231973,1317763431707213,germany,51.0,10.0,15509,travel counts
2020-07-19,351785358793117,greece,39.0,22.0,1317763431707213,germany,51.0,10.0,3717,travel counts
2020-07-19,1317763431707213,germany,51.0,10.0,314322742593141,denmark,56.0,10.0,19354,travel counts
2020-07-19,627913770953274,sweden,61.0,15.0,314322742593141,denmark,56.0,10.0,9070,travel counts
2020-07-19,852597565113521,united kingdom,54.0,-2.0,1693686944068084,ireland,53.4469834801,-7.08056729059,18215,travel counts
2020-07-19,623759951440132,norway,61.0,8.0,314322742593141,denmark,56.0,10.0,5468,travel counts
2020-07-19,1231810770328071,poland,52.0,19.0,314322742593141,denmark,56.0,10.0,1325,travel counts
2020-07-19,1317763431707213,germany,51.0,10.0,2414720828591431,romania,46.0,25.0,9864,travel counts
2020-07-19,404888597011746,luxembourg,49.77,6.13,475814519825093,belgium,51.0,5.0,6059,travel counts
2020-07-19,1080265735511471,spain,40.0,-3.0,475814519825093,belgium,51.0,5.0,3637,travel counts
2020-07-19,407219260067826,bulgaria,42.75,25.5,2414720828591431,romania,46.0,25.0,6187,travel counts
2020-07-19,2282619438622633,austria,48.0,14.0,2414720828591431,romania,46.0,25.0,3639,travel counts
2020-07-19,1080265735511471,spain,40.0,-3.0,2414720828591431,romania,46.0,25.0,1720,travel counts
2020-07-19,616857608787515,hungary,47.0,19.0,2414720828591431,romania,46.0,25.0,7524,travel counts
2020-07-19,331955067734176,finland,64.0,26.0,505239163341639,estonia,59.0,26.0,5061,travel counts
2020-07-19,827650550921642,latvia,57.0,25.0,505239163341639,estonia,59.0,26.0,3847,travel counts
2020-07-19,1317763431707213,germany,51.0,10.0,475814519825093,belgium,51.0,5.0,11357,travel counts
2020-07-19,343315869635106,philippines,11.333330555556,123.01666944444,810648062654687,canada,56.0,-109.0,1100,travel counts
2020-07-19,475814519825093,belgium,51.0,5.0,2414720828591431,romania,46.0,25.0,1720,travel counts
2020-07-19,351886962112263,italy,43.0,12.0,2414720828591431,romania,46.0,25.0,5002,travel counts
2020-07-19,852597565113521,united kingdom,54.0,-2.0,2414720828591431,romania,46.0,25.0,3316,travel counts
2020-07-19,351785358793117,greece,39.0,22.0,2414720828591431,romania,46.0,25.0,3173,travel counts
2020-07-19,388350675343876,moldova,47.0,29.0,2414720828591431,romania,46.0,25.0,1625,travel counts
2020-07-19,2367165386637842,brazil,-11.0,-53.0,427725857796526,paraguay,-23.266667,-58.083333,3480,travel counts
2020-07-19,921744301497079,argentina,-34.0,-64.0,427725857796526,paraguay,-23.266667,-58.083333,1917,travel counts
2020-07-19,680120905754069,france,47.0,2.0,475814519825093,belgium,51.0,5.0,47580,travel counts
2020-07-19,362070071076950,netherlands,52.316666666667,5.55,475814519825093,belgium,51.0,5.0,41574,travel counts
2020-07-19,1231810770328071,poland,52.0,19.0,475814519825093,belgium,51.0,5.0,1174,travel counts
2020-07-19,680120905754069,france,47.0,2.0,2414720828591431,romania,46.0,25.0,1550,travel counts
2020-07-19,937148070010051,united states,40.0,-100.0,810648062654687,canada,56.0,-109.0,10809,travel counts
