"ds","polygon1_id","polygon1_name","latitude1","longitude1","polygon2_id","polygon2_name","latitude2","longitude2","metric_value","metric_name"
"2021-05-29","731553183908171","kosovo","42.6","20.85","2272551262804931","albania","41.0","20.0","6239","travel counts"
"2021-05-29","937148070010051","united states","40.0","-100.0","792883017828749","mexico","23.316667","-102.366667","239278","travel counts"
"2021-05-29","616857608787515","hungary","47.0","19.0","833225000389252","slovakia","49.0","20.0","4740","travel counts"
"2021-05-29","1231810770328071","poland","52.0","19.0","833225000389252","slovakia","49.0","20.0","1315","travel counts"
"2021-05-29","1231810770328071","poland","52.0","19.0","362070071076950","netherlands","52.316666666667","5.55","2155","travel counts"
"2021-05-29","351886962112263","italy","43.0","12.0","2272551262804931","albania","41.0","20.0","1256","travel counts"
"2021-05-29","343315869635106","philippines","11.333330555556","123.01666944444","587958885041696","ghana","8.0","-1.0","3858","travel counts"
"2021-05-29","2900912886801030","togo","8.25","1.183333","587958885041696","ghana","8.0","-1.0","1140","travel counts"
"2021-05-29","587958885041696","ghana","8.0","-1.0","2900912886801030","togo","8.25","1.183333","1182","travel counts"
"2021-05-29","475814519825093","belgium","51.0","5.0","362070071076950","netherlands","52.316666666667","5.55","41120","travel counts"
"2021-05-29","417045315510881","czech republic","50.0","16.0","833225000389252","slovakia","49.0","20.0","7552","travel counts"
"2021-05-29","1317763431707213","germany","51.0","10.0","475814519825093","belgium","51.0","5.0","11531","travel counts"
"2021-05-29","366682297538943","pakistan","29.0","69.0","597585864063467","united arab emirates","23.783333","54.0","1649","travel counts"
"2021-05-29","343315869635106","philippines","11.333330555556","123.01666944444","597585864063467","united arab emirates","23.783333","54.0","1586","travel counts"
"2021-05-29","404888597011746","luxembourg","49.77","6.13","475814519825093","belgium","51.0","5.0","16947","travel counts"
"2021-05-29","806572816378642","tunisia","34.0","9.0","2117103768344082","libya","27.0","17.0","2279","travel counts"
"2021-05-29","419387851957862","egypt","26.0","29.0","597585864063467","united arab emirates","23.783333","54.0","1460","travel counts"
"2021-05-29","417158592211893","india","21.0","77.0","597585864063467","united arab emirates","23.783333","54.0","1649","travel counts"
"2021-05-29","852597565113521","united kingdom","54.0","-2.0","475814519825093","belgium","51.0","5.0","1863","travel counts"
"2021-05-29","2282619438622633","austria","48.0","14.0","833225000389252","slovakia","49.0","20.0","7027","travel counts"
"2021-05-29","1080265735511471","spain","40.0","-3.0","362070071076950","netherlands","52.316666666667","5.55","1617","travel counts"
"2021-05-29","1080265735511471","spain","40.0","-3.0","312478709447704","portugal","38.7","-9.1833333333333","17394","travel counts"
"2021-05-29","362070071076950","netherlands","52.316666666667","5.55","475814519825093","belgium","51.0","5.0","36215","travel counts"
"2021-05-29","680120905754069","france","47.0","2.0","475814519825093","belgium","51.0","5.0","33699","travel counts"
"2021-05-29","1080265735511471","spain","40.0","-3.0","475814519825093","belgium","51.0","5.0","2390","travel counts"
"2021-05-29","401821703703677","serbia","43.95","20.933333333333","475814519825093","belgium","51.0","5.0","1382","travel counts"
"2021-05-29","2247289335332676","turkey","39.0","36.0","1025887597595017","georgia","42.016669444444","43.733330555556","1153","travel counts"
"2021-05-29","921744301497079","argentina","-34.0","-64.0","345922999375723","bolivia","-17.056869611111","-64.991228611111","1277","travel counts"
"2021-05-29","351886962112263","italy","43.0","12.0","425473528186094","switzerland","46.798562","8.231973","8177","travel counts"
"2021-05-29","2282619438622633","austria","48.0","14.0","425473528186094","switzerland","46.798562","8.231973","1577","travel counts"
