"ds","polygon1_id","polygon1_name","latitude1","longitude1","polygon2_id","polygon2_name","latitude2","longitude2","metric_value","metric_name"
"2021-09-15","627913770953274","sweden","61.0","15.0","623759951440132","norway","61.0","8.0","5641","travel counts"
"2021-09-15","657349034710714","colombia","3.816667","-73.916667","2367165386637842","brazil","-11.0","-53.0","1548","travel counts"
"2021-09-15","606189189846925","uruguay","-32.733333","-56.65","2367165386637842","brazil","-11.0","-53.0","3219","travel counts"
"2021-09-15","376031519676735","bangladesh","24.016667","89.866667","2367165386637842","brazil","-11.0","-53.0","1145","travel counts"
"2021-09-15","345922999375723","bolivia","-17.056869611111","-64.991228611111","2367165386637842","brazil","-11.0","-53.0","1355","travel counts"
"2021-09-15","314322742593141","denmark","56.0","10.0","623759951440132","norway","61.0","8.0","1861","travel counts"
"2021-09-15","921744301497079","argentina","-34.0","-64.0","2367165386637842","brazil","-11.0","-53.0","2001","travel counts"
"2021-09-15","937148070010051","united states","40.0","-100.0","2367165386637842","brazil","-11.0","-53.0","1174","travel counts"
"2021-09-15","312478709447704","portugal","38.7","-9.1833333333333","1317763431707213","germany","51.0","10.0","1315","travel counts"
"2021-09-15","407219260067826","bulgaria","42.75","25.5","1317763431707213","germany","51.0","10.0","1707","travel counts"
"2021-09-15","407219260067826","bulgaria","42.75","25.5","351785358793117","greece","39.0","22.0","3032","travel counts"
"2021-09-15","407219260067826","bulgaria","42.75","25.5","2414720828591431","romania","46.0","25.0","4670","travel counts"
"2021-09-15","475814519825093","belgium","51.0","5.0","351785358793117","greece","39.0","22.0","1779","travel counts"
"2021-09-15","475814519825093","belgium","51.0","5.0","1317763431707213","germany","51.0","10.0","12153","travel counts"
"2021-09-15","351886962112263","italy","43.0","12.0","2414720828591431","romania","46.0","25.0","3788","travel counts"
"2021-09-15","351886962112263","italy","43.0","12.0","351785358793117","greece","39.0","22.0","3938","travel counts"
"2021-09-15","351886962112263","italy","43.0","12.0","1317763431707213","germany","51.0","10.0","15647","travel counts"
"2021-09-15","817571401952819","qatar","25.269535","51.212767","343315869635106","philippines","11.333330555556","123.01666944444","1025","travel counts"
"2021-09-15","817571401952819","qatar","25.269535","51.212767","417158592211893","india","21.0","77.0","1134","travel counts"
"2021-09-15","384833669025234","slovenia","46.0","15.0","1317763431707213","germany","51.0","10.0","2201","travel counts"
