ds,polygon1_id,polygon1_name,latitude1,longitude1,polygon2_id,polygon2_name,latitude2,longitude2,metric_value,metric_name
2021-02-14,937148070010051,united states,40.0,-100.0,2367165386637842,brazil,-11.0,-53.0,1468,travel counts
2021-02-14,606189189846925,uruguay,-32.733333,-56.65,2367165386637842,brazil,-11.0,-53.0,3774,travel counts
2021-02-14,711084376012350,vietnam,14.016666666667,107.9,2367165386637842,brazil,-11.0,-53.0,1103,travel counts
2021-02-14,1317763431707213,germany,51.0,10.0,475814519825093,belgium,51.0,5.0,4280,travel counts
2021-02-14,343315869635106,philippines,11.333330555556,123.01666944444,597585864063467,united arab emirates,23.783333,54.0,1514,travel counts
2021-02-14,376031519676735,bangladesh,24.016667,89.866667,597585864063467,united arab emirates,23.783333,54.0,1090,travel counts
2021-02-14,1317763431707213,germany,51.0,10.0,2282619438622633,austria,48.0,14.0,6119,travel counts
2021-02-14,851705715169048,saudi arabia,23.716667,44.116667,366682297538943,pakistan,29.0,69.0,1279,travel counts
2021-02-14,851705715169048,saudi arabia,23.716667,44.116667,419387851957862,egypt,26.0,29.0,1926,travel counts
2021-02-14,2318040415151986,algeria,28.0,2.0,419387851957862,egypt,26.0,29.0,1434,travel counts
2021-02-14,1317763431707213,germany,51.0,10.0,401821703703677,serbia,43.95,20.933333333333,1050,travel counts
2021-02-14,731553183908171,kosovo,42.6,20.85,401821703703677,serbia,43.95,20.933333333333,2472,travel counts
2021-02-14,321538001884900,bosnia and herzegovina,44.0,18.0,401821703703677,serbia,43.95,20.933333333333,2911,travel counts
2021-02-14,711084376012350,vietnam,14.016666666667,107.9,642311629554632,cambodia,12.733333,105.666667,5710,travel counts
2021-02-14,937148070010051,united states,40.0,-100.0,381900512398634,ecuador,-1.4666666666667,-78.816666666667,2136,travel counts
2021-02-14,680120905754069,france,47.0,2.0,404888597011746,luxembourg,49.77,6.13,4433,travel counts
2021-02-14,571822773304405,lithuania,55.5,24.0,1231810770328071,poland,52.0,19.0,1176,travel counts
2021-02-14,852597565113521,united kingdom,54.0,-2.0,1231810770328071,poland,52.0,19.0,1111,travel counts
2021-02-14,833225000389252,slovakia,49.0,20.0,1231810770328071,poland,52.0,19.0,1105,travel counts
2021-02-14,417045315510881,czech republic,50.0,16.0,1231810770328071,poland,52.0,19.0,3043,travel counts
2021-02-14,627913770953274,sweden,61.0,15.0,1231810770328071,poland,52.0,19.0,1573,travel counts
2021-02-14,2414720828591431,romania,46.0,25.0,388350675343876,moldova,47.0,29.0,2201,travel counts
2021-02-14,657349034710714,colombia,3.816667,-73.916667,2367165386637842,brazil,-11.0,-53.0,1413,travel counts
2021-02-14,427725857796526,paraguay,-23.266667,-58.083333,2367165386637842,brazil,-11.0,-53.0,10582,travel counts
2021-02-14,345922999375723,bolivia,-17.056869611111,-64.991228611111,2367165386637842,brazil,-11.0,-53.0,1852,travel counts
2021-02-14,921744301497079,argentina,-34.0,-64.0,2367165386637842,brazil,-11.0,-53.0,2436,travel counts
2021-02-14,1212072302300528,guatemala,15.5,-90.25,937148070010051,united states,40.0,-100.0,1455,travel counts
2021-02-14,2367165386637842,brazil,-11.0,-53.0,937148070010051,united states,40.0,-100.0,1346,travel counts
2021-02-14,381900512398634,ecuador,-1.4666666666667,-78.816666666667,937148070010051,united states,40.0,-100.0,2157,travel counts
2021-02-14,792883017828749,mexico,23.316667,-102.366667,937148070010051,united states,40.0,-100.0,71665,travel counts
2021-02-14,661116984348270,el salvador,13.668889,-88.866111,937148070010051,united states,40.0,-100.0,1050,travel counts
2021-02-14,711084376012350,vietnam,14.016666666667,107.9,365511357395737,laos,19.366667,102.566667,8713,travel counts
2021-02-14,2214566348625267,costa rica,10.0,-84.0,937148070010051,united states,40.0,-100.0,1350,travel counts
2021-02-14,657349034710714,colombia,3.816667,-73.916667,937148070010051,united states,40.0,-100.0,2640,travel counts
2021-02-14,2272822426127539,puerto rico,18.25,-66.5,937148070010051,united states,40.0,-100.0,6590,travel counts
2021-02-14,680120905754069,france,47.0,2.0,351886962112263,italy,43.0,12.0,5510,travel counts
2021-02-14,351886962112263,italy,43.0,12.0,384833669025234,slovenia,46.0,15.0,1348,travel counts
2021-02-14,2414720828591431,romania,46.0,25.0,351886962112263,italy,43.0,12.0,1829,travel counts
2021-02-14,425473528186094,switzerland,46.798562,8.231973,351886962112263,italy,43.0,12.0,6502,travel counts
