"ds","polygon1_id","polygon1_name","latitude1","longitude1","polygon2_id","polygon2_name","latitude2","longitude2","metric_value","metric_name"
"2021-04-11","642311629554632","cambodia","12.733333","105.666667","433497307408292","thailand","15.0","101.0","6844","travel counts"
"2021-04-11","2367165386637842","brazil","-11.0","-53.0","606189189846925","uruguay","-32.733333","-56.65","3186","travel counts"
"2021-04-11","711084376012350","vietnam","14.016666666667","107.9","463167797558589","taiwan","24.0","121.0","1136","travel counts"
"2021-04-11","346733206197678","indonesia","-0.8349","113.4668","463167797558589","taiwan","24.0","121.0","2484","travel counts"
"2021-04-11","381900512398634","ecuador","-1.4666666666667","-78.816666666667","1983580781764432","peru","-8.0","-78.0","1340","travel counts"
"2021-04-11","419387851957862","egypt","26.0","29.0","2318040415151986","algeria","28.0","2.0","1329","travel counts"
"2021-04-11","345922999375723","bolivia","-17.056869611111","-64.991228611111","1983580781764432","peru","-8.0","-78.0","1890","travel counts"
"2021-04-11","937148070010051","united states","40.0","-100.0","1983580781764432","peru","-8.0","-78.0","1407","travel counts"
"2021-04-11","475814519825093","belgium","51.0","5.0","404888597011746","luxembourg","49.77","6.13","2568","travel counts"
"2021-04-11","1317763431707213","germany","51.0","10.0","404888597011746","luxembourg","49.77","6.13","3280","travel counts"
"2021-04-11","2247289335332676","turkey","39.0","36.0","2419372088349100","iraq","33.0","43.0","2860","travel counts"
"2021-04-11","1237068956456866","kuwait","29.166667","47.6","2419372088349100","iraq","33.0","43.0","1982","travel counts"
"2021-04-11","587958885041696","ghana","8.0","-1.0","388196578703505","sri lanka","7.0","81.0","1235","travel counts"
"2021-04-11","1231810770328071","poland","52.0","19.0","571822773304405","lithuania","55.5","24.0","1554","travel counts"
"2021-04-11","425473528186094","switzerland","46.798562","8.231973","309198619756155","liechtenstein","47.145","9.553889","1098","travel counts"
"2021-04-11","346733206197678","indonesia","-0.8349","113.4668","433497307408292","thailand","15.0","101.0","1722","travel counts"
"2021-04-11","419634095534324","malaysia","2.316667","111.55","433497307408292","thailand","15.0","101.0","5277","travel counts"
"2021-04-11","365511357395737","laos","19.366667","102.566667","433497307408292","thailand","15.0","101.0","16754","travel counts"
"2021-04-11","268664880750877","burkina faso","12.266667","-2.066667","433497307408292","thailand","15.0","101.0","1535","travel counts"
"2021-04-11","2318040415151986","algeria","28.0","2.0","806572816378642","tunisia","34.0","9.0","1054","travel counts"
"2021-04-11","2117103768344082","libya","27.0","17.0","806572816378642","tunisia","34.0","9.0","1088","travel counts"
"2021-04-11","384833669025234","slovenia","46.0","15.0","400835317162981","croatia","45.25","15.466667","1949","travel counts"
"2021-04-11","351886962112263","italy","43.0","12.0","2282619438622633","austria","48.0","14.0","1565","travel counts"
"2021-04-11","321538001884900","bosnia and herzegovina","44.0","18.0","2282619438622633","austria","48.0","14.0","1510","travel counts"
"2021-04-11","400835317162981","croatia","45.25","15.466667","2282619438622633","austria","48.0","14.0","1659","travel counts"
"2021-04-11","833225000389252","slovakia","49.0","20.0","2282619438622633","austria","48.0","14.0","1338","travel counts"
"2021-04-11","1231810770328071","poland","52.0","19.0","2282619438622633","austria","48.0","14.0","1159","travel counts"
"2021-04-11","1317763431707213","germany","51.0","10.0","2282619438622633","austria","48.0","14.0","8175","travel counts"
"2021-04-11","401821703703677","serbia","43.95","20.933333333333","2282619438622633","austria","48.0","14.0","1470","travel counts"
"2021-04-11","597585864063467","united arab emirates","23.783333","54.0","419387851957862","egypt","26.0","29.0","1499","travel counts"
"2021-04-11","597585864063467","united arab emirates","23.783333","54.0","366682297538943","pakistan","29.0","69.0","2793","travel counts"
"2021-04-11","404888597011746","luxembourg","49.77","6.13","680120905754069","france","47.0","2.0","9893","travel counts"
"2021-04-11","425473528186094","switzerland","46.798562","8.231973","680120905754069","france","47.0","2.0","16525","travel counts"
"2021-04-11","1231810770328071","poland","52.0","19.0","680120905754069","france","47.0","2.0","1529","travel counts"
"2021-04-11","475814519825093","belgium","51.0","5.0","680120905754069","france","47.0","2.0","12094","travel counts"
"2021-04-11","1317763431707213","germany","51.0","10.0","400835317162981","croatia","45.25","15.466667","1128","travel counts"
"2021-04-11","1317763431707213","germany","51.0","10.0","680120905754069","france","47.0","2.0","9725","travel counts"
"2021-04-11","321538001884900","bosnia and herzegovina","44.0","18.0","400835317162981","croatia","45.25","15.466667","3809","travel counts"
"2021-04-11","1080265735511471","spain","40.0","-3.0","680120905754069","france","47.0","2.0","12424","travel counts"
"2021-04-11","852597565113521","united kingdom","54.0","-2.0","680120905754069","france","47.0","2.0","2638","travel counts"
"2021-04-11","351785358793117","greece","39.0","22.0","2247289335332676","turkey","39.0","36.0","1464","travel counts"
"2021-04-11","661116984348270","el salvador","13.668889","-88.866111","414218989431133","honduras","14.633333","-86.816667","1239","travel counts"
"2021-04-11","2414720828591431","romania","46.0","25.0","388350675343876","moldova","47.0","29.0","1586","travel counts"
