,feature_asym,importance_mean,importance_std,mae_baseline
0,pair_id,0.0,0.0,0.03927440251926229
1,date,0.023983825879744146,0.0001907102166985183,0.03927440251926229
2,new_cases_per_million_i,0.019109205498433514,0.0003614839629345958,0.03927440251926229
3,new_deaths_per_million_i,0.02515979655499346,0.00026220346491236736,0.03927440251926229
4,new_cases_per_million_j,0.017459644331319843,0.00034719510467235576,0.03927440251926229
5,new_deaths_per_million_j,0.019877505367106994,0.00023197706762567583,0.03927440251926229
6,c1_schoolclosing_i,0.044918436663589884,0.0007363153659686761,0.03927440251926229
7,c1_schoolclosing_j,0.023092894440878357,0.0001789803616616495,0.03927440251926229
8,c2_workplaceclosing_i,0.015374673812476997,0.0002297564635219442,0.03927440251926229
9,c2_workplaceclosing_j,0.00894836926152969,0.00015087718337092508,0.03927440251926229
10,c3_cancel_events_i,0.019244995618158078,0.00026589289100430223,0.03927440251926229
11,c3_cancel_events_j,0.030665763643859756,0.00045290783562197174,0.03927440251926229
12,c4_restr_gather_i,0.03232365006968496,0.00035600976215017637,0.03927440251926229
13,c4_restr_gather_j,0.020894237645486754,0.00030161371991587686,0.03927440251926229
14,c5_closepublictransport_i,0.0059898640501499095,9.39895769337842e-05,0.03927440251926229
15,c5_closepublictransport_j,0.01196285737933267,8.523694552639589e-05,0.03927440251926229
16,c6_stay_home_i,0.010777059925368218,0.00015736604138346212,0.03927440251926229
17,c6_stay_home_j,0.04953545134016098,0.0006443181336679795,0.03927440251926229
18,c7_restr_internal_move_i,0.012395700462360021,0.00021856738426192731,0.03927440251926229
19,c7_restr_internal_move_j,0.01419522443832633,0.00011622756818321486,0.03927440251926229
20,c8_int_trvl_controls_i,0.014586189894013335,0.00017845133238497923,0.03927440251926229
21,c8_int_trvl_controls_j,0.025673956423065063,0.000309055640605173,0.03927440251926229
22,h2_testingpolicy_i,0.03631537925156585,0.00036007570847211356,0.03927440251926229
23,h2_testingpolicy_j,0.013106185450087548,0.00010200512651159731,0.03927440251926229
24,h3_contacttracing_i,0.024164131868033966,0.00022863767246750446,0.03927440251926229
25,h3_contacttracing_j,0.010255470133375516,0.00017108319927298086,0.03927440251926229
