,feature_asym,importance_mean,importance_std,mae_baseline
0,pair_id,0.0,0.0,0.056640939930404526
1,date,0.0,0.0,0.056640939930404526
2,new_cases_per_million_i,0.020968024890232535,0.00030587006356168,0.056640939930404526
3,new_deaths_per_million_i,0.019855866073945128,0.00027289991041657736,0.056640939930404526
4,new_cases_per_million_j,0.0195797992421157,0.00031318006487414884,0.056640939930404526
5,new_deaths_per_million_j,0.020161814608530015,0.0003423426578796011,0.056640939930404526
6,c1_schoolclosing_i,0.05024559773282931,0.0005017071735985331,0.056640939930404526
7,c1_schoolclosing_j,0.04796921091237599,0.00037806049904128426,0.056640939930404526
8,c2_workplaceclosing_i,0.0438532624308954,0.00027477469915854636,0.056640939930404526
9,c2_workplaceclosing_j,0.03866339735861038,0.0004677865764308918,0.056640939930404526
10,c3_cancel_events_i,0.0459736571830516,0.0004446062683404049,0.056640939930404526
11,c3_cancel_events_j,0.04941746555356087,0.00040790743056409875,0.056640939930404526
12,c4_restr_gather_i,0.04361884049356202,0.0004972027652017396,0.056640939930404526
13,c4_restr_gather_j,0.04150848179697996,0.00039301871161373964,0.056640939930404526
14,c5_closepublictransport_i,0.04311516985239123,0.00035844537100911936,0.056640939930404526
15,c5_closepublictransport_j,0.04234332585232487,0.0003360017480800057,0.056640939930404526
16,c6_stay_home_i,0.037186191260985706,0.0003237706695674276,0.056640939930404526
17,c6_stay_home_j,0.03986338870128144,0.0003589922700423711,0.056640939930404526
18,c7_restr_internal_move_i,0.0572883852817652,0.0004089650178159328,0.056640939930404526
19,c7_restr_internal_move_j,0.060636283615733866,0.0004657120640271544,0.056640939930404526
20,c8_int_trvl_controls_i,0.04130980649035274,0.00039619113033466337,0.056640939930404526
21,c8_int_trvl_controls_j,0.04063799477017423,0.00035964471477916365,0.056640939930404526
22,h2_testingpolicy_i,0.03203632848905679,0.00024397303346389773,0.056640939930404526
23,h2_testingpolicy_j,0.0328020085774055,0.00022450130003254587,0.056640939930404526
24,h3_contacttracing_i,0.037862645528976134,0.000274948515853733,0.056640939930404526
25,h3_contacttracing_j,0.03653652841261052,0.00019955402906904977,0.056640939930404526
