,feature_asym,importance_mean,importance_std,mae_baseline
0,pair_id,0.18402941543911347,0.0007945675234955665,0.04849029435701896
1,date,0.0,0.0,0.04849029435701896
2,new_cases_per_million_i,0.013898162721201274,0.0002049168427394276,0.04849029435701896
3,new_deaths_per_million_i,0.011285616597801211,0.00015639769036312985,0.04849029435701896
4,new_cases_per_million_j,0.01507358255310689,0.0002749188661026305,0.04849029435701896
5,new_deaths_per_million_j,0.009973045780741721,0.00011383627684846757,0.04849029435701896
6,c1_schoolclosing_i,0.027719872984118276,0.00024842600405431255,0.04849029435701896
7,c1_schoolclosing_j,0.025196115442517625,0.0002909250933850466,0.04849029435701896
8,c2_workplaceclosing_i,0.013577003892689853,0.00015768888881588077,0.04849029435701896
9,c2_workplaceclosing_j,0.013745977296709445,0.00019594505378506,0.04849029435701896
10,c3_cancel_events_i,0.024767061385347688,0.0003382009092936362,0.04849029435701896
11,c3_cancel_events_j,0.023481657157281358,0.00027694916044191216,0.04849029435701896
12,c4_restr_gather_i,0.020788828692964764,0.0002976902064133365,0.04849029435701896
13,c4_restr_gather_j,0.021238761343186717,0.0003099779662593862,0.04849029435701896
14,c5_closepublictransport_i,0.014035769965903985,0.00013126110106165682,0.04849029435701896
15,c5_closepublictransport_j,0.013426887613764298,0.00017176764643165495,0.04849029435701896
16,c6_stay_home_i,0.021027945566325184,0.0003437160699752715,0.04849029435701896
17,c6_stay_home_j,0.019300239178298668,0.00030918582915455395,0.04849029435701896
18,c7_restr_internal_move_i,0.02415309625635728,0.00031706391612595474,0.04849029435701896
19,c7_restr_internal_move_j,0.024795702498418754,0.0003099792803737573,0.04849029435701896
20,c8_int_trvl_controls_i,0.01422931509598802,0.00016793587297631818,0.04849029435701896
21,c8_int_trvl_controls_j,0.0152750287143952,0.0003056428845521463,0.04849029435701896
22,h2_testingpolicy_i,0.012080239781573354,0.00020343860877147966,0.04849029435701896
23,h2_testingpolicy_j,0.01206906614949788,0.00021511183074551205,0.04849029435701896
24,h3_contacttracing_i,0.010954134886736338,0.00013167510695834462,0.04849029435701896
25,h3_contacttracing_j,0.010546990608018364,0.00015657101309249434,0.04849029435701896
