,feature_asym,importance_mean,importance_std,mae_baseline
0,pair_id,0.09847534771225812,0.00021877663873605315,0.13330204184513958
1,date,0.12978757222159734,0.0005684940138286096,0.13330204184513958
2,new_cases_per_million_i,-0.00022177642254719298,2.2190262995637023e-05,0.13330204184513958
3,new_deaths_per_million_i,0.00016554180487237112,9.114391770246e-06,0.13330204184513958
4,new_cases_per_million_j,-0.0002275786149127601,2.3673430676019663e-05,0.13330204184513958
5,new_deaths_per_million_j,0.0001646703028460872,8.602619356792686e-06,0.13330204184513958
6,c1_schoolclosing_i,0.00047551000179301973,3.8926720379021625e-05,0.13330204184513958
7,c1_schoolclosing_j,0.00047485741175451457,4.2831201481161e-05,0.13330204184513958
8,c2_workplaceclosing_i,-1.0941325148725035e-05,3.9866802703837875e-05,0.13330204184513958
9,c2_workplaceclosing_j,1.2365118432416944e-05,3.7705962625318737e-05,0.13330204184513958
10,c3_cancel_events_i,-2.5535878357380025e-06,3.900358899239387e-05,0.13330204184513958
11,c3_cancel_events_j,2.686069815328873e-05,4.3787907011197275e-05,0.13330204184513958
12,c4_restr_gather_i,0.0029247273816242784,0.00016166085942322022,0.13330204184513958
13,c4_restr_gather_j,0.0029651287009515386,0.00015884760967821605,0.13330204184513958
14,c5_closepublictransport_i,-2.7766979647267375e-05,5.574694056730576e-06,0.13330204184513958
15,c5_closepublictransport_j,-2.7834935166481943e-05,5.753315741016558e-06,0.13330204184513958
16,c6_stay_home_i,0.005701310255175435,0.00014379889760619228,0.13330204184513958
17,c6_stay_home_j,0.005722155227051986,0.00013140689730279555,0.13330204184513958
18,c7_restr_internal_move_i,0.0007631605964903337,0.00011712481255747532,0.13330204184513958
19,c7_restr_internal_move_j,0.0007999927397282558,5.8692965526567064e-05,0.13330204184513958
20,c8_int_trvl_controls_i,0.0001928705455481461,2.964699536522363e-05,0.13330204184513958
21,c8_int_trvl_controls_j,0.00018836392744937537,2.4676535453714495e-05,0.13330204184513958
22,h2_testingpolicy_i,0.000614979565039081,8.304449159610054e-05,0.13330204184513958
23,h2_testingpolicy_j,0.0006269344143802813,6.50619933429099e-05,0.13330204184513958
24,h3_contacttracing_i,-8.602155981691783e-05,1.0926984351865117e-05,0.13330204184513958
25,h3_contacttracing_j,-8.373056483683694e-05,7.59684778843627e-06,0.13330204184513958
