,feature,importance_mean,importance_std,mae_baseline
0,Component_0,0.04448228900886482,0.0005609751505750108,0.2370054291813907
1,Component_1,0.02529531934571761,0.00048589080590543055,0.2370054291813907
2,Component_2,0.0058091365382284986,0.00026584689155400725,0.2370054291813907
3,date,0.0,0.0,0.2370054291813907
4,new_cases_per_million,-0.0009345039559588055,0.0002464613394361592,0.2370054291813907
5,new_deaths_per_million,0.0008974852136612102,8.706638617189888e-05,0.2370054291813907
6,paird,0.0,0.0,0.2370054291813907
