,feature,importance_mean,importance_std,mae_baseline
0,Component_0,0.1750572554316676,0.0009508176695539781,0.08225626087008008
1,Component_1,0.08705562909519987,0.0005211432513238732,0.08225626087008008
2,Component_2,0.06596062629336141,0.0004179010266481522,0.08225626087008008
3,date,0.0,0.0,0.08225626087008008
4,new_cases_per_million,0.056706608193797844,0.0003450623152626356,0.08225626087008008
5,new_deaths_per_million,0.06920444793727315,0.00044446183372194657,0.08225626087008008
6,paird,0.0,0.0,0.08225626087008008
