feature,Linear*,KNN*,G-Boost*,MLP*,avg_importance
Component_0_j,1.0,0.9999999999999998,0.9999999999999999,1.0,0.9999999999999999
Component_0_i,0.1331662380829016,0.7463996017159391,0.20308565298800021,0.4937418676795745,0.39409834011660383
Component_1_i,0.011476010899925924,0.5453006166612191,0.1735612873297568,0.19211160531493343,0.23061238005145882
Component_1_j,0.08521138178552912,0.495579943125046,0.0,0.0,0.1451978312276438
New Covid cases O,0.0,0.0,0.1801019740238282,0.29624098481091304,0.1190857397086853
New Covid deaths D,0.054498902643152845,0.14184051327777186,0.0645403129329197,0.11026749899139546,0.09278680696130998
New Covid deaths O,0.005897284486219763,0.1266706126347244,0.028312112964600372,0.08629600601145573,0.06179400402425007
New Covid cases D,0.0011906323847372408,0.02223812973870215,0.00513256802391486,0.05503859200307218,0.020899980537606607
